
Qualification statistics
========================
Population: "RM
Format    : 70.0m at World Archery 122cm, 10 rings target face, Scoring system: Cumulative 72 arrows (q_rm_72a_70m_122cm10rings)
Runs      : 100000

Results
Average number of ties : 56.52
                StdDev :  2.42
Average correctness    : 1.331852
                StdDev : 0.109401


                                                RANKING RESULTS
=================================================================================================================================
| Qualification Rank |   | Elimination Rank | Archers Skill Level | Archers Skill Level Score | Simulated Score |    StdDev(%)  |
|         39( 39)    | + |         0        |        96.96        |         653.0             |       652.7     |  6.920( 0.4%)  |
|         40( 40)    | + |         0        |        96.78        |         652.0             |       652.2     |  6.931( 0.4%)  |
|         41( 41)    | + |         0        |        96.61        |         652.0             |       651.7     |  6.948( 0.4%)  |
|         42( 42)    | + |         0        |        96.43        |         651.0             |       651.2     |  6.976( 0.4%)  |
|         43( 43)    | + |         0        |        96.26        |         651.0             |       650.8     |  7.005( 0.4%)  |
|         44( 44)    | + |         0        |        96.09        |         650.0             |       650.2     |  7.070( 0.4%)  |
|         45( 45)    | + |         0        |        95.91        |         650.0             |       649.7     |  7.047( 0.4%)  |
|         46( 46)    | + |         0        |        95.74        |         649.0             |       649.2     |  7.072( 0.4%)  |
|         47( 47)    | + |         0        |        95.57        |         649.0             |       648.6     |  7.151( 0.4%)  |
|         48( 48)    | + |         0        |        95.39        |         648.0             |       648.2     |  7.161( 0.4%)  |
|         49( 49)    | + |         0        |        95.22        |         648.0             |       647.7     |  7.234( 0.4%)  |
|         50( 50)    | + |         0        |        95.04        |         647.0             |       647.1     |  7.236( 0.4%)  |
|         51( 51)    | + |         0        |        94.87        |         647.0             |       646.6     |  7.246( 0.4%)  |
|         52( 52)    | + |         0        |        94.70        |         646.0             |       646.1     |  7.297( 0.4%)  |
|         53( 53)    | + |         0        |        94.52        |         646.0             |       645.6     |  7.327( 0.4%)  |
|         54( 54)    | + |         0        |        94.35        |         645.0             |       645.0     |  7.341( 0.4%)  |
|         55( 55)    | + |         0        |        94.17        |         644.0             |       644.5     |  7.390( 0.4%)  |
|         56( 56)    | + |         0        |        94.00        |         644.0             |       644.0     |  7.395( 0.4%)  |
|         57( 57)    | + |         0        |        94.00        |         644.0             |       643.9     |  7.383( 0.4%)  |
|         58( 58)    | + |         0        |        93.81        |         643.0             |       643.4     |  7.461( 0.4%)  |
|         59( 59)    | + |         0        |        93.63        |         643.0             |       642.8     |  7.481( 0.4%)  |
|         60( 60)    | + |         0        |        93.44        |         642.0             |       642.2     |  7.512( 0.4%)  |
|         61( 61)    | + |         0        |        93.25        |         642.0             |       641.6     |  7.566( 0.4%)  |
|         62( 62)    | + |         0        |        93.06        |         641.0             |       641.0     |  7.595( 0.4%)  |
|         63( 63)    | + |         0        |        92.88        |         640.0             |       640.4     |  7.663( 0.4%)  |
|         64( 64)    | + |         0        |        92.69        |         640.0             |       639.8     |  7.654( 0.4%)  |
|         65( 65)    | + |         0        |        92.50        |         639.0             |       639.2     |  7.665( 0.4%)  |
|         66( 66)    | + |         0        |        92.31        |         639.0             |       638.6     |  7.772( 0.4%)  |
|         67( 67)    | + |         0        |        92.13        |         638.0             |       638.0     |  7.790( 0.4%)  |
|         68( 68)    | + |         0        |        91.94        |         637.0             |       637.4     |  7.824( 0.4%)  |
|         69( 69)    | + |         0        |        91.75        |         637.0             |       636.8     |  7.845( 0.4%)  |
|         70( 70)    | + |         0        |        91.57        |         636.0             |       636.1     |  7.877( 0.4%)  |
|         71( 71)    | + |         0        |        91.38        |         636.0             |       635.6     |  7.910( 0.4%)  |
|         72( 72)    | + |         0        |        91.19        |         635.0             |       634.9     |  7.958( 0.4%)  |
|         73( 73)    | + |         0        |        91.00        |         634.0             |       634.3     |  8.017( 0.4%)  |
|         74( 74)    | + |         0        |        90.82        |         634.0             |       633.7     |  8.027( 0.4%)  |
|         75( 75)    | + |         0        |        90.63        |         633.0             |       633.0     |  8.073( 0.4%)  |
|         76( 76)    | + |         0        |        90.44        |         632.0             |       632.4     |  8.092( 0.4%)  |
|         77( 77)    | + |         0        |        90.26        |         632.0             |       631.8     |  8.162( 0.5%)  |
|         78( 78)    | + |         0        |        90.07        |         631.0             |       631.1     |  8.196( 0.5%)  |
|         79( 79)    | + |         0        |        89.88        |         630.0             |       630.5     |  8.261( 0.5%)  |
|         80( 80)    | + |         0        |        89.69        |         630.0             |       629.8     |  8.245( 0.5%)  |
|         81( 81)    | + |         0        |        89.51        |         629.0             |       629.2     |  8.323( 0.5%)  |
|         82( 82)    | + |         0        |        89.32        |         629.0             |       628.5     |  8.357( 0.5%)  |
|         83( 83)    | + |         0        |        89.13        |         628.0             |       627.8     |  8.403( 0.5%)  |
|         84( 84)    | + |         0        |        88.94        |         627.0             |       627.2     |  8.430( 0.5%)  |
|         85( 85)    | + |         0        |        88.76        |         627.0             |       626.5     |  8.442( 0.5%)  |
|         86( 86)    | + |         0        |        88.57        |         626.0             |       625.9     |  8.514( 0.5%)  |
|         87( 87)    | + |         0        |        88.38        |         625.0             |       625.2     |  8.550( 0.5%)  |
|         88( 88)    | + |         0        |        88.20        |         625.0             |       624.5     |  8.595( 0.5%)  |
|         89( 89)    | + |         0        |        88.01        |         624.0             |       623.8     |  8.617( 0.5%)  |
|         90( 90)    | + |         0        |        87.82        |         623.0             |       623.1     |  8.653( 0.5%)  |
|         91( 91)    | + |         0        |        87.63        |         622.0             |       622.4     |  8.730( 0.5%)  |
|         92( 92)    | + |         0        |        87.45        |         622.0             |       621.7     |  8.764( 0.5%)  |
|         93( 93)    | + |         0        |        87.26        |         621.0             |       621.1     |  8.780( 0.5%)  |
|         94( 94)    | + |         0        |        87.07        |         620.0             |       620.4     |  8.851( 0.5%)  |
|         95( 95)    | + |         0        |        86.89        |         620.0             |       619.7     |  8.860( 0.5%)  |
|         96( 96)    | + |         0        |        86.70        |         619.0             |       619.0     |  8.949( 0.5%)  |
|         97( 97)    | + |         0        |        86.51        |         618.0             |       618.2     |  8.976( 0.5%)  |
|         98( 98)    | + |         0        |        86.32        |         618.0             |       617.6     |  8.993( 0.5%)  |
|         99( 99)    | + |         0        |        86.14        |         617.0             |       616.8     |  9.026( 0.5%)  |
|        100(100)    | + |         0        |        85.95        |         616.0             |       616.1     |  9.120( 0.5%)  |
|        101(101)    | + |         0        |        85.76        |         615.0             |       615.4     |  9.120( 0.5%)  |
|        102(102)    | + |         0        |        85.57        |         615.0             |       614.6     |  9.171( 0.5%)  |
|        103(103)    | + |         0        |        85.39        |         614.0             |       613.9     |  9.227( 0.5%)  |
|        104(104)    | + |         0        |        85.20        |         613.0             |       613.2     |  9.280( 0.5%)  |

Qualification statistics
========================
Population: "RW
Format    : 70.0m at Experimental 100cm, 10 rings target face, Scoring system: Cumulative 72 arrows (q_rm_72a_70m_100cm10rings)
Runs      : 100000

Results
Average number of ties : 41.21
                StdDev :  3.02
Average correctness    : 1.099604
                StdDev : 0.089252


                                                RANKING RESULTS
=================================================================================================================================
| Qualification Rank |   | Elimination Rank | Archers Skill Level | Archers Skill Level Score | Simulated Score |    StdDev(%)  |
|--------------------+---+------------------+---------------------+---------------------------+-----------------+---------------|
|          1(  1)    | + |         0        |       114.50        |         679.0             |       678.6     |  5.355( 0.3%)  |
|          2(  2)    | + |         0        |       112.07        |         673.0             |       673.2     |  5.704( 0.4%)  |
|          3(  3)    | + |         0        |       109.63        |         667.0             |       667.4     |  6.048( 0.4%)  |
|          4(  5)    | + |         0        |       107.20        |         661.0             |       661.2     |  6.447( 0.4%)  |
|          5(  4)    | + |         0        |       107.20        |         661.0             |       661.2     |  6.399( 0.4%)  |
|          6(  6)    | + |         0        |       106.17        |         658.0             |       658.4     |  6.579( 0.4%)  |
|          7(  7)    | + |         0        |       105.13        |         656.0             |       655.6     |  6.733( 0.4%)  |
|          8(  9)    | + |         0        |       104.10        |         653.0             |       652.7     |  6.957( 0.4%)  |
|          9(  8)    | + |         0        |       104.10        |         653.0             |       652.7     |  6.947( 0.4%)  |
|         10( 10)    | + |         0        |       103.66        |         651.0             |       651.4     |  6.983( 0.4%)  |
|         11( 11)    | + |         0        |       103.21        |         650.0             |       650.1     |  7.079( 0.4%)  |
|         12( 12)    | + |         0        |       102.77        |         649.0             |       648.8     |  7.190( 0.4%)  |
|         13( 13)    | + |         0        |       102.33        |         647.0             |       647.4     |  7.241( 0.4%)  |
|         14( 14)    | + |         0        |       101.89        |         646.0             |       646.1     |  7.302( 0.4%)  |
|         15( 15)    | + |         0        |       101.44        |         645.0             |       644.8     |  7.395( 0.4%)  |
|         16( 17)    | + |         0        |       101.00        |         643.0             |       643.4     |  7.502( 0.4%)  |
|         17( 16)    | + |         0        |       101.00        |         643.0             |       643.4     |  7.480( 0.4%)  |
|         18( 18)    | + |         0        |       100.80        |         643.0             |       642.8     |  7.503( 0.4%)  |
|         19( 19)    | + |         0        |       100.60        |         642.0             |       642.1     |  7.565( 0.4%)  |
|         20( 20)    | + |         0        |       100.40        |         642.0             |       641.5     |  7.593( 0.4%)  |
|         21( 21)    | + |         0        |       100.20        |         641.0             |       640.9     |  7.636( 0.4%)  |
|         22( 22)    | + |         0        |       100.00        |         640.0             |       640.3     |  7.659( 0.4%)  |
|         23( 23)    | + |         0        |        99.80        |         640.0             |       639.6     |  7.712( 0.4%)  |
|         24( 24)    | + |         0        |        99.60        |         639.0             |       639.0     |  7.790( 0.4%)  |
|         25( 25)    | + |         0        |        99.40        |         638.0             |       638.4     |  7.749( 0.4%)  |
|         26( 26)    | + |         0        |        99.20        |         638.0             |       637.7     |  7.807( 0.4%)  |
|         27( 27)    | + |         0        |        99.00        |         637.0             |       637.0     |  7.869( 0.4%)  |
|         28( 28)    | + |         0        |        98.80        |         636.0             |       636.4     |  7.898( 0.4%)  |
|         29( 29)    | + |         0        |        98.60        |         636.0             |       635.7     |  7.909( 0.4%)  |
|         30( 30)    | + |         0        |        98.40        |         635.0             |       635.0     |  7.985( 0.4%)  |
|         31( 31)    | + |         0        |        98.20        |         634.0             |       634.3     |  8.056( 0.4%)  |
|         32( 32)    | + |         0        |        98.00        |         634.0             |       633.7     |  8.081( 0.4%)  |
|         33( 33)    | + |         0        |        98.00        |         634.0             |       633.7     |  8.102( 0.4%)  |
|         34( 34)    | + |         0        |        97.83        |         633.0             |       633.1     |  8.115( 0.4%)  |
|         35( 35)    | + |         0        |        97.65        |         632.0             |       632.5     |  8.134( 0.5%)  |
|         36( 36)    | + |         0        |        97.48        |         632.0             |       631.9     |  8.188( 0.5%)  |
|         37( 37)    | + |         0        |        97.30        |         631.0             |       631.3     |  8.211( 0.5%)  |
|         38( 38)    | + |         0        |        97.13        |         631.0             |       630.7     |  8.197( 0.5%)  |
|         39( 39)    | + |         0        |        96.96        |         630.0             |       630.1     |  8.296( 0.5%)  |
|         40( 40)    | + |         0        |        96.78        |         629.0             |       629.5     |  8.326( 0.5%)  |
|         41( 41)    | + |         0        |        96.61        |         629.0             |       628.9     |  8.350( 0.5%)  |
|         42( 42)    | + |         0        |        96.43        |         628.0             |       628.2     |  8.387( 0.5%)  |
|         43( 43)    | + |         0        |        96.26        |         628.0             |       627.7     |  8.430( 0.5%)  |
|         44( 44)    | + |         0        |        96.09        |         627.0             |       627.0     |  8.496( 0.5%)  |
|         45( 45)    | + |         0        |        95.91        |         626.0             |       626.4     |  8.478( 0.5%)  |
|         46( 46)    | + |         0        |        95.74        |         626.0             |       625.7     |  8.505( 0.5%)  |
|         47( 47)    | + |         0        |        95.57        |         625.0             |       625.1     |  8.575( 0.5%)  |
|         48( 48)    | + |         0        |        95.39        |         625.0             |       624.5     |  8.623( 0.5%)  |
|         49( 49)    | + |         0        |        95.22        |         624.0             |       623.9     |  8.684( 0.5%)  |
|         50( 50)    | + |         0        |        95.04        |         623.0             |       623.2     |  8.690( 0.5%)  |
|         51( 51)    | + |         0        |        94.87        |         623.0             |       622.6     |  8.722( 0.5%)  |
|         52( 52)    | + |         0        |        94.70        |         622.0             |       622.0     |  8.774( 0.5%)  |
|         53( 53)    | + |         0        |        94.52        |         621.0             |       621.3     |  8.797( 0.5%)  |
|         54( 54)    | + |         0        |        94.35        |         621.0             |       620.7     |  8.843( 0.5%)  |
|         55( 55)    | + |         0        |        94.17        |         620.0             |       620.1     |  8.873( 0.5%)  |
|         56( 56)    | + |         0        |        94.00        |         619.0             |       619.4     |  8.894( 0.5%)  |
|         57( 57)    | + |         0        |        94.00        |         619.0             |       619.3     |  8.889( 0.5%)  |
|         58( 58)    | + |         0        |        93.81        |         619.0             |       618.7     |  8.977( 0.5%)  |
|         59( 59)    | + |         0        |        93.63        |         618.0             |       617.9     |  8.980( 0.5%)  |
|         60( 60)    | + |         0        |        93.44        |         617.0             |       617.2     |  9.048( 0.5%)  |
|         61( 61)    | + |         0        |        93.25        |         617.0             |       616.5     |  9.087( 0.5%)  |
|         62( 62)    | + |         0        |        93.06        |         616.0             |       615.8     |  9.150( 0.5%)  |
|         63( 63)    | + |         0        |        92.88        |         615.0             |       615.0     |  9.211( 0.5%)  |
|         64( 64)    | + |         0        |        92.69        |         614.0             |       614.3     |  9.189( 0.5%)  |
|         65( 65)    | + |         0        |        92.50        |         614.0             |       613.6     |  9.253( 0.5%)  |
|         66( 66)    | + |         0        |        92.31        |         613.0             |       612.8     |  9.325( 0.5%)  |
|         67( 67)    | + |         0        |        92.13        |         612.0             |       612.1     |  9.365( 0.5%)  |
|         68( 68)    | + |         0        |        91.94        |         611.0             |       611.3     |  9.403( 0.5%)  |
|         69( 69)    | + |         0        |        91.75        |         611.0             |       610.6     |  9.431( 0.5%)  |
|         70( 70)    | + |         0        |        91.57        |         610.0             |       609.8     |  9.480( 0.5%)  |
|         71( 71)    | + |         0        |        91.38        |         609.0             |       609.1     |  9.489( 0.5%)  |
|         72( 72)    | + |         0        |        91.19        |         608.0             |       608.3     |  9.577( 0.5%)  |
|         73( 73)    | + |         0        |        91.00        |         608.0             |       607.6     |  9.658( 0.5%)  |
|         74( 74)    | + |         0        |        90.82        |         607.0             |       606.8     |  9.661( 0.5%)  |
|         75( 75)    | + |         0        |        90.63        |         606.0             |       606.0     |  9.717( 0.5%)  |
|         76( 76)    | + |         0        |        90.44        |         605.0             |       605.2     |  9.744( 0.5%)  |
|         77( 77)    | + |         0        |        90.26        |         604.0             |       604.5     |  9.832( 0.5%)  |
|         78( 78)    | + |         0        |        90.07        |         604.0             |       603.7     |  9.853( 0.5%)  |
|         79( 79)    | + |         0        |        89.88        |         603.0             |       602.9     |  9.959( 0.5%)  |
|         80( 80)    | + |         0        |        89.69        |         602.0             |       602.1     |  9.960( 0.5%)  |
|         81( 81)    | + |         0        |        89.51        |         601.0             |       601.4     | 10.031( 0.5%)  |
|         82( 82)    | + |         0        |        89.32        |         601.0             |       600.6     | 10.071( 0.5%)  |
|         83( 83)    | + |         0        |        89.13        |         600.0             |       599.7     | 10.139( 0.5%)  |
|         84( 84)    | + |         0        |        88.94        |         599.0             |       598.9     | 10.153( 0.5%)  |
|         85( 85)    | + |         0        |        88.76        |         598.0             |       598.1     | 10.178( 0.5%)  |
|         86( 86)    | + |         0        |        88.57        |         597.0             |       597.3     | 10.277( 0.5%)  |
|         87( 87)    | + |         0        |        88.38        |         596.0             |       596.5     | 10.317( 0.5%)  |
|         88( 88)    | + |         0        |        88.20        |         596.0             |       595.6     | 10.370( 0.5%)  |
|         89( 89)    | + |         0        |        88.01        |         595.0             |       594.8     | 10.393( 0.5%)  |
|         90( 90)    | + |         0        |        87.82        |         594.0             |       593.9     | 10.453( 0.5%)  |
|         91( 91)    | + |         0        |        87.63        |         593.0             |       593.1     | 10.540( 0.5%)  |
|         92( 92)    | + |         0        |        87.45        |         592.0             |       592.3     | 10.570( 0.5%)  |
|         93( 93)    | + |         0        |        87.26        |         591.0             |       591.4     | 10.588( 0.6%)  |
|         94( 94)    | + |         0        |        87.07        |         591.0             |       590.6     | 10.690( 0.6%)  |
|         95( 95)    | + |         0        |        86.89        |         590.0             |       589.8     | 10.711( 0.6%)  |
|         96( 96)    | + |         0        |        86.70        |         589.0             |       588.8     | 10.796( 0.6%)  |
|         97( 97)    | + |         0        |        86.51        |         588.0             |       588.0     | 10.834( 0.6%)  |
|         98( 98)    | + |         0        |        86.32        |         587.0             |       587.2     | 10.852( 0.6%)  |
|         99( 99)    | + |         0        |        86.14        |         586.0             |       586.2     | 10.911( 0.6%)  |
|        100(100)    | + |         0        |        85.95        |         585.0             |       585.3     | 11.015( 0.6%)  |
|        101(101)    | + |         0        |        85.76        |         585.0             |       584.5     | 11.010( 0.6%)  |
|        102(102)    | + |         0        |        85.57        |         584.0             |       583.6     | 11.086( 0.6%)  |
|        103(103)    | + |         0        |        85.39        |         583.0             |       582.7     | 11.147( 0.6%)  |
|        104(104)    | + |         0        |        85.20        |         582.0             |       581.8     | 11.232( 0.6%)  |

Qualification statistics
========================
Population: "RW
Format    : 70.0m at World Archery 122cm, 10 rings target face, Scoring system: Cumulative 60 arrows (q_rm_60a_70m_122cm10rings)
Runs      : 100000

Results
Average number of ties : 51.61
                StdDev :  2.61
Average correctness    : 1.209773
                StdDev : 0.097869


                                                RANKING RESULTS
=================================================================================================================================
| Qualification Rank |   | Elimination Rank | Archers Skill Level | Archers Skill Level Score | Simulated Score |    StdDev(%)  |
|--------------------+---+------------------+---------------------+---------------------------+-----------------+---------------|
|          1(  1)    | + |         0        |       114.50        |         577.0             |       577.0     |  4.075( 0.3%)  |
|          2(  2)    | + |         0        |       112.07        |         573.0             |       573.3     |  4.352( 0.4%)  |
|          3(  3)    | + |         0        |       109.63        |         569.0             |       569.4     |  4.622( 0.4%)  |
|          4(  5)    | + |         0        |       107.20        |         565.0             |       565.2     |  4.877( 0.4%)  |
|          5(  4)    | + |         0        |       107.20        |         565.0             |       565.1     |  4.904( 0.4%)  |
|          6(  6)    | + |         0        |       106.17        |         563.0             |       563.3     |  5.031( 0.4%)  |
|          7(  7)    | + |         0        |       105.13        |         561.0             |       561.3     |  5.133( 0.4%)  |
|          8(  9)    | + |         0        |       104.10        |         559.0             |       559.4     |  5.277( 0.4%)  |
|          9(  8)    | + |         0        |       104.10        |         559.0             |       559.4     |  5.292( 0.4%)  |
|         10( 10)    | + |         0        |       103.66        |         558.0             |       558.5     |  5.330( 0.4%)  |
|         11( 11)    | + |         0        |       103.21        |         558.0             |       557.6     |  5.412( 0.4%)  |
|         12( 12)    | + |         0        |       102.77        |         557.0             |       556.7     |  5.465( 0.4%)  |
|         13( 13)    | + |         0        |       102.33        |         556.0             |       555.8     |  5.502( 0.4%)  |
|         14( 14)    | + |         0        |       101.89        |         555.0             |       554.9     |  5.583( 0.4%)  |
|         15( 15)    | + |         0        |       101.44        |         554.0             |       554.0     |  5.643( 0.4%)  |
|         16( 16)    | + |         0        |       101.00        |         553.0             |       553.0     |  5.706( 0.4%)  |
|         17( 17)    | + |         0        |       101.00        |         553.0             |       553.0     |  5.714( 0.4%)  |
|         18( 18)    | + |         0        |       100.80        |         553.0             |       552.6     |  5.716( 0.4%)  |
|         19( 19)    | + |         0        |       100.60        |         552.0             |       552.2     |  5.782( 0.4%)  |
|         20( 20)    | + |         0        |       100.40        |         552.0             |       551.8     |  5.761( 0.4%)  |
|         21( 21)    | + |         0        |       100.20        |         551.0             |       551.3     |  5.787( 0.4%)  |
|         22( 22)    | + |         0        |       100.00        |         551.0             |       550.9     |  5.852( 0.4%)  |
|         23( 23)    | + |         0        |        99.80        |         550.0             |       550.4     |  5.876( 0.4%)  |
|         24( 24)    | + |         0        |        99.60        |         550.0             |       550.0     |  5.893( 0.4%)  |
|         25( 25)    | + |         0        |        99.40        |         550.0             |       549.6     |  5.947( 0.4%)  |
|         26( 26)    | + |         0        |        99.20        |         549.0             |       549.1     |  5.961( 0.4%)  |
|         27( 27)    | + |         0        |        99.00        |         549.0             |       548.7     |  5.997( 0.4%)  |
|         28( 28)    | + |         0        |        98.80        |         548.0             |       548.2     |  6.029( 0.4%)  |
|         29( 29)    | + |         0        |        98.60        |         548.0             |       547.7     |  6.045( 0.4%)  |
|         30( 30)    | + |         0        |        98.40        |         547.0             |       547.3     |  6.085( 0.5%)  |
|         31( 31)    | + |         0        |        98.20        |         547.0             |       546.9     |  6.113( 0.5%)  |
|         32( 32)    | + |         0        |        98.00        |         546.0             |       546.4     |  6.144( 0.5%)  |
|         33( 33)    | + |         0        |        98.00        |         546.0             |       546.4     |  6.140( 0.5%)  |
|         34( 34)    | + |         0        |        97.83        |         546.0             |       546.0     |  6.167( 0.5%)  |
|         35( 35)    | + |         0        |        97.65        |         546.0             |       545.5     |  6.189( 0.5%)  |
|         36( 36)    | + |         0        |        97.48        |         545.0             |       545.1     |  6.205( 0.5%)  |
|         37( 37)    | + |         0        |        97.30        |         545.0             |       544.7     |  6.262( 0.5%)  |
|         38( 38)    | + |         0        |        97.13        |         544.0             |       544.3     |  6.289( 0.5%)  |
|         39( 39)    | + |         0        |        96.96        |         544.0             |       543.9     |  6.294( 0.5%)  |
|         40( 40)    | + |         0        |        96.78        |         544.0             |       543.5     |  6.317( 0.5%)  |
|         41( 41)    | + |         0        |        96.61        |         543.0             |       543.1     |  6.354( 0.5%)  |
|         42( 42)    | + |         0        |        96.43        |         543.0             |       542.7     |  6.372( 0.5%)  |
|         43( 43)    | + |         0        |        96.26        |         542.0             |       542.3     |  6.417( 0.5%)  |
|         44( 44)    | + |         0        |        96.09        |         542.0             |       541.8     |  6.429( 0.5%)  |
|         45( 45)    | + |         0        |        95.91        |         541.0             |       541.4     |  6.435( 0.5%)  |
|         46( 46)    | + |         0        |        95.74        |         541.0             |       541.0     |  6.494( 0.5%)  |
|         47( 47)    | + |         0        |        95.57        |         541.0             |       540.5     |  6.512( 0.5%)  |
|         48( 48)    | + |         0        |        95.39        |         540.0             |       540.1     |  6.566( 0.5%)  |
|         49( 49)    | + |         0        |        95.22        |         540.0             |       539.7     |  6.574( 0.5%)  |
|         50( 50)    | + |         0        |        95.04        |         539.0             |       539.2     |  6.626( 0.5%)  |
|         51( 51)    | + |         0        |        94.87        |         539.0             |       538.8     |  6.618( 0.5%)  |
|         52( 52)    | + |         0        |        94.70        |         538.0             |       538.4     |  6.671( 0.5%)  |
|         53( 53)    | + |         0        |        94.52        |         538.0             |       538.0     |  6.717( 0.5%)  |
|         54( 54)    | + |         0        |        94.35        |         538.0             |       537.5     |  6.700( 0.5%)  |
|         55( 55)    | + |         0        |        94.17        |         537.0             |       537.1     |  6.753( 0.5%)  |
|         56( 57)    | + |         0        |        94.00        |         537.0             |       536.6     |  6.779( 0.5%)  |
|         57( 56)    | + |         0        |        94.00        |         537.0             |       536.6     |  6.807( 0.5%)  |
|         58( 58)    | + |         0        |        93.81        |         536.0             |       536.1     |  6.795( 0.5%)  |
|         59( 59)    | + |         0        |        93.63        |         536.0             |       535.6     |  6.853( 0.5%)  |
|         60( 60)    | + |         0        |        93.44        |         535.0             |       535.1     |  6.875( 0.5%)  |
|         61( 61)    | + |         0        |        93.25        |         535.0             |       534.7     |  6.924( 0.5%)  |
|         62( 62)    | + |         0        |        93.06        |         534.0             |       534.2     |  6.964( 0.5%)  |
|         63( 63)    | + |         0        |        92.88        |         534.0             |       533.7     |  6.970( 0.5%)  |
|         64( 64)    | + |         0        |        92.69        |         533.0             |       533.2     |  7.010( 0.5%)  |
|         65( 65)    | + |         0        |        92.50        |         533.0             |       532.7     |  7.030( 0.5%)  |
|         66( 66)    | + |         0        |        92.31        |         532.0             |       532.2     |  7.040( 0.5%)  |
|         67( 67)    | + |         0        |        92.13        |         532.0             |       531.7     |  7.096( 0.5%)  |
|         68( 68)    | + |         0        |        91.94        |         531.0             |       531.1     |  7.122( 0.5%)  |
|         69( 69)    | + |         0        |        91.75        |         531.0             |       530.6     |  7.173( 0.5%)  |
|         70( 70)    | + |         0        |        91.57        |         530.0             |       530.1     |  7.179( 0.5%)  |
|         71( 71)    | + |         0        |        91.38        |         530.0             |       529.6     |  7.231( 0.5%)  |
|         72( 72)    | + |         0        |        91.19        |         529.0             |       529.1     |  7.287( 0.5%)  |
|         73( 73)    | + |         0        |        91.00        |         529.0             |       528.6     |  7.278( 0.5%)  |
|         74( 74)    | + |         0        |        90.82        |         528.0             |       528.0     |  7.334( 0.5%)  |
|         75( 75)    | + |         0        |        90.63        |         528.0             |       527.5     |  7.345( 0.5%)  |
|         76( 76)    | + |         0        |        90.44        |         527.0             |       527.0     |  7.408( 0.5%)  |
|         77( 77)    | + |         0        |        90.26        |         526.0             |       526.5     |  7.450( 0.5%)  |
|         78( 78)    | + |         0        |        90.07        |         526.0             |       525.9     |  7.503( 0.5%)  |
|         79( 79)    | + |         0        |        89.88        |         525.0             |       525.4     |  7.524( 0.5%)  |
|         80( 80)    | + |         0        |        89.69        |         525.0             |       524.9     |  7.553( 0.5%)  |
|         81( 81)    | + |         0        |        89.51        |         524.0             |       524.3     |  7.566( 0.5%)  |
|         82( 82)    | + |         0        |        89.32        |         524.0             |       523.8     |  7.623( 0.5%)  |
|         83( 83)    | + |         0        |        89.13        |         523.0             |       523.2     |  7.655( 0.5%)  |
|         84( 84)    | + |         0        |        88.94        |         523.0             |       522.7     |  7.696( 0.5%)  |
|         85( 85)    | + |         0        |        88.76        |         522.0             |       522.1     |  7.706( 0.5%)  |
|         86( 86)    | + |         0        |        88.57        |         522.0             |       521.5     |  7.754( 0.5%)  |
|         87( 87)    | + |         0        |        88.38        |         521.0             |       521.0     |  7.805( 0.5%)  |
|         88( 88)    | + |         0        |        88.20        |         520.0             |       520.4     |  7.852( 0.5%)  |
|         89( 89)    | + |         0        |        88.01        |         520.0             |       519.9     |  7.864( 0.5%)  |
|         90( 90)    | + |         0        |        87.82        |         519.0             |       519.3     |  7.891( 0.5%)  |
|         91( 91)    | + |         0        |        87.63        |         519.0             |       518.7     |  7.951( 0.5%)  |
|         92( 92)    | + |         0        |        87.45        |         518.0             |       518.1     |  7.982( 0.5%)  |
|         93( 93)    | + |         0        |        87.26        |         518.0             |       517.6     |  8.001( 0.5%)  |
|         94( 94)    | + |         0        |        87.07        |         517.0             |       517.0     |  8.068( 0.5%)  |
|         95( 95)    | + |         0        |        86.89        |         516.0             |       516.4     |  8.089( 0.6%)  |
|         96( 96)    | + |         0        |        86.70        |         516.0             |       515.8     |  8.137( 0.6%)  |
|         97( 97)    | + |         0        |        86.51        |         515.0             |       515.3     |  8.135( 0.6%)  |
|         98( 98)    | + |         0        |        86.32        |         515.0             |       514.6     |  8.217( 0.6%)  |
|         99( 99)    | + |         0        |        86.14        |         514.0             |       514.0     |  8.243( 0.6%)  |
|        100(100)    | + |         0        |        85.95        |         513.0             |       513.5     |  8.296( 0.6%)  |
|        101(101)    | + |         0        |        85.76        |         513.0             |       512.8     |  8.331( 0.6%)  |
|        102(102)    | + |         0        |        85.57        |         512.0             |       512.2     |  8.383( 0.6%)  |
|        103(103)    | + |         0        |        85.39        |         512.0             |       511.6     |  8.398( 0.6%)  |
|        104(104)    | + |         0        |        85.20        |         511.0             |       511.0     |  8.433( 0.6%)  |

Qualification statistics
========================
Population: "RW
Format    : 70.0m at Experimental 100cm, 10 rings target face, Scoring system: Cumulative 60 arrows (q_rm_60a_70m_100cm10rings)
Runs      : 100000

Results
Average number of ties : 45.95
                StdDev :  2.85
Average correctness    : 1.193110
                StdDev : 0.096837


                                                RANKING RESULTS
=================================================================================================================================
| Qualification Rank |   | Elimination Rank | Archers Skill Level | Archers Skill Level Score | Simulated Score |    StdDev(%)  |
|--------------------+---+------------------+---------------------+---------------------------+-----------------+---------------|
|          1(  1)    | + |         0        |       114.50        |         565.0             |       565.5     |  4.886( 0.4%)  |
|          2(  2)    | + |         0        |       112.07        |         561.0             |       561.0     |  5.194( 0.4%)  |
